"Name_Z","Name_A","Location_A","Location_B","Photo_Film","Bunch_Pattern","Notes","Source","Year","Shots_Min","Shots_Max","Shots_Tot","Len_Min","Len_Max","Len_Tot","Time_A","B1","B2","B3","Time_Z","Bunches","Quality"
"Powers","David","Motorcade","Secret Service #1",,,"JFK hit after 1st shot. Final shot is JFK head shot all within 5-6 seconds. No spacing info.","7H473","1964","3","3","3","5","6","5.5","100","1","2","0","100","1","100"
"Price","JC","Terminal Annex","Roof",,,"JFK hit after 1st shot. No timing info.","19H492, CD5 p.62","1963","5","5","5",,,"0","100","1",,,"0","0","50"
"Purcell","Graham","Motorcade","Congressman #3",,"?","1st shot followed by pause, then 2 more shots were fired.","Ohmynews article","2007","3","3","3",,,"0","0",,,,"0","0","0"
"Puterbaugh","Jacob L","Motorcade","Pilot Car",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Quinn","Mike","Motorcade","Local Press Pool",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Rackley","George W","Houston Street","Ross Street",,,"Didn't hear any shots. Was with James Romack.","6H275, 6H279","1964",,,,,,"0","0",,,,"0","0","0"
"Read","Julian","Motorcade","Bus #1",,,"No timing info.","The Telegraph","2013","3","3","3",,,"0","0",,,,"0","0","0"
"Ready","John","Motorcade","Secret Service #1",,,"Just one shot mentioned. No timing info.","18H749","1964","1","1","1",,,"0","0",,,,"0","0","0"
"Reed","Carol","Elm Street","Grassy Knoll",,,"No number of shots mentioned","22H668","1964",,,,,,"0","0",,,,"0","0","0"
"Reed","Martha","Elm Street","Dal-Tex",,,"No shot info.","22H669","1964",,,,,,"0","0",,,,"0","0","0"
"Reese","Madie","TSBD","Steps",,,"No timing info.","CD5, 22H669","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Reid","Jeraldean","Elm Street","TSBD",,,"No timing info.","24H223, CD5, 3H273","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Reid","Robert","Criminal Courts","Floor 2",,,"No timing info.","24H532","1964","3","3","3",,,"0","0",,,,"0","0","0"
"Reilly","Frank","Bridge","Elm Street",,,"No timing info.","CD205","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Rice Brogan","Mary","Motorcade","Bus #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Rich","Joe","Motorcade","Secret Service #2",,"End","1st shot as car entered Elm Street. At least 3 shots, maybe more.","18H800","1963","3","3","3",,,"0","100","1","2","0","50","1","75"
"Richardson","Barbara","Motorcade","Bus #1",,,"No witness data.","Fort Worth Star Telegram 1963-11-23","1963",,,,,,"0","0",,,,"0","0","0"
"Richey","Bonnie","Elm Street","TSBD",,,"No shot info.","22H671","1964",,,,,,"0","0",,,,"0","0","0"
"Rickerby","Arthur","Motorcade","Camera Car #2","P 0-2",,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Riggs","Robert","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Roberts","Charles","Motorcade","Bus #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Roberts","Emory","Motorcade","Secret Service #1",,"End","JFK leaned to his wife after 1st shot. 2nd or 3rd shot hit JFK's head.","18H739 & 18H734","1963","2","3","2.5",,,"0","100","1","2","0","100","1","100"
"Roberts","Ray","Motorcade","Mayor's Car",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Rogers","Walter","Motorcade","Congressman #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Romack","James Elbert","Houston Street","Ross Street",,"None","3-4 seconds apart, evenly spaced. No other timing of first or last shots.","6H280","1964","3","3","3","6","8","7","50","1","1","1","50","0","50"
"Roth","Robert","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Rowland","Arnold","Houston Street","Criminal Courts",,"End","8 secs between 1&2, 3 secs between 2&3. No timing for start or finish.","19H494","1963","3","3","3","11","11","11","50","1","1.5","0.5","50","1","50"
"Rowland","Barbara","Houston Street","Criminal Courts",,"End","A few seconds between each shot, with the 3rd closer to the 2nd than the 1st to 2nd. No timing of first or last shots.","19H493, 26H168, 6H184","1964","3","3","3",,,"0","50","1","1.5","0.5","50","1","50"
"Rozumalski","Ted","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Ryan","Cleveland","Motorcade","Camera Car #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Sanders","Pauline","TSBD","Steps",,,"No timing info.","22H844, 22H672","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Schultz","Jack","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Senkle","William L","Motorcade","Pilot Car",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Sharper","William","Main Street","Houston Street",,,"Several shots. No timing info.","FBI Oswald File, Sec. 83, p43","1964",,,,,,"0","0",,,,"0","0","0"
"Shelley","William","TSBD","Steps",,"End","Shots 2/3 slightly closer than 1/2. No timings.","24H226, 6H329","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Shelton","Keith","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Shields","Edward","Elm Street","Mullendone's Cafeteria",,"End","120 or 012 - ""I heard one shot and then a pause and then this repetition--two shots right behind the other""","7H394","1964","3","3","3",,,"0","50","0.5","1.5","0.5","50","1","50"
"Sidey","Hugh","Motorcade","Bus #1",,,"No timing info.","Article in Time Magazine, 11-28-88","1988","3","3","3",,,"0","0",,,,"0","0","0"
"Sills","Thomas","Elm Street","Houston Street",,,"No timing info.","Sixth Floor Museum","2008","2","3","2.5",,,"0","0",,,,"0","0","0"
"Silverman","Alvin","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Simmons","James","Bridge","Elm Street",,,"No timing info.","22H833","1964","3","3","3",,,"0","0",,,,"0","0","0"
"Simmons","Sharon","Elm Street","Grassy Knoll",,,"No shot info.","22H665","1964",,,,,,"0","0",,,,"0","0","0"
"Sitzman","Marilyn","Grassy Knoll","Pergola",,"None","1st shot hit JFK, 2nd was head shot. Mentioned a possible third shot in a 1993 Sixth Floor Museum interview","Dallas Times-Herald, 1966 interview with Josiah Thompson","1963","2","3","2.5",,,"0","100","1","1","0.5","50","0","75"
"Skaggs","Jay","Main Street","Houston Street","P 4-6",,"No timing info.","Sixth Floor Museum","2002","3","3","3",,,"0","0",,,,"0","0","0"
"Skelton","Royce","Bridge","Elm Street",,"Start","Limo had just cleared the turn when 2 shots were fired. 1st and last shot seemed to involve dust flying up from the road.","6H237","1964","4","4","4",,,"0","100","2","1","1","50","1","75"
"Slack","Garland","Houston Street","Criminal Courts",,,"The crowd panicked after the 2nd shot. No other timing info.","19H495","1963","2","3","2.5",,,"0","0",,,,"0","0","0"
"Smart","R","Motorcade","Rear Mid Motorcycles",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Smith","Alan","Elm Street","Grassy Knoll",,,"Very little detail on shots.","Chicago Tribune","1963",,,,,,"0","0",,,,"0","0","0"
"Smith","Edgar L","Elm Street","Houston Street",,,"No timing info.","22H604","1964","3","3","3",,,"0","0",,,,"0","0","0"
"Smith","Joe Marshall","Elm Street","Houston Street",,,"Shots heard, no number given.","22H600, 7H535","1964",,,,,,"0","0",,,,"0","0","0"
"Smith","LC","Main Street","Dallas Sheriff",,,"No timing info.","19H516","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Smith","Merriman","Motorcade","National Press Pool",,"None","The shots were fired smoothly and evenly. No timing info.","UPI teletype","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Smith","Orville","Houston Street","Criminal Courts",,,"No shot info. Standing with WW Mabra","19H541",,,,,,,"0","0",,,,"0","0","0"
"Smith","Ruth","Old Courthouse","Floor 2",,"End","JFK raised hands after 1st shot. After a few seconds the final 2 shots were very close together.","CD206 p.9","1963","3","3","3",,,"0","100","1","2","0","100","1","100"
"Solon","John","Main Street","Old Courthouse",,"End","1st shot was followed by a pause, with last 2 shots together. 5.5 seconds for all shots matches Zapruder film Z220-Z321","24H535","1964","3","3","3","5.5","5.5","5.5","50","1","2","0","50","1","50"
"Sorrels","Forrest","Motorcade","DPD Lead Car",,"End","Car was 3 fourths of the way down Elm from Houston at the 1st shot. Final 2 shots came about 3 seconds later.","21H548","1963","3","3","3","4","5","4.5","50","0","1","2","50","1","50"
"Springer","Pearl","Houston Street","County Records",,"End","Pause between 1/2, rapid 2/3. No timing info.","24H523","1963","3","3","3",,,"0","50","1","2","0","50","1","50"
"Stansbery","Joyce","Elm Street","TSBD",,,"No info on shots.","22H674","1964",,,,,,"0","0",,,,"0","0","0"
"Stanton","Hank","Dal-Tex","Floor 2",,,"No timing info.","November 1999 issue of Texas Co-op Power Magazine","1999",,,,,,"0","0",,,,"0","0","0"
"Stanton","Sarah","TSBD","Steps",,,"No timing info.","CD7, 22H675","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Stinson","William","Motorcade","VIP Car",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Stoughton","Cecil","Motorcade","Camera Car #2",,,"Camera Car #1 was halfway along Houston Street when shooting started: Mc63 time = Z180-Z220","Interview with Johnson Library, Pictures of the pain interview","1985","3","3","3",,,"0","100","1",,,"0","0","50"
"Styles","Sandra","TSBD","Floor 4",,,"No shot info.","22H676","1964",,,,,,"0","0",,,,"0","0","0"
"Summers","Malcolm","Lawn","Elm Street",,,"After the 2nd shot he dived to the ground which is seen in Z-film Z340-Z350. No timing on the first shot. In later interviews he introduces a third shot.","19H500","1963","2","2","2",,,"0","50","1","1","0","100","0","75"
"Sweatt","Allan","Houston Street","Criminal Courts",,"End","120 or 111: 7 seconds between shot 1 & 2, 2-3 seconds between 2 & 3.","19H530","1963","3","3","3","9","10","9.5","50","1","1.5","0.5","50","1","50"
"Tackett","Johnny","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Tague","James","Main Street","Bridge",,,"No timing info.","CD205 & 7H556","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Taylor","Warren","Motorcade","Secret Service #2",,,"Car had just turned onto Elm Street on the first shot. No other timing info.","18H782","1963","3","3","3",,,"0","100","1",,,"0","0","50"
"Teague","Olin","Motorcade","Congressman #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Templin","John","Elm Street","Grassy Knoll",,"None","The shots were ""pretty evenly spaced"". The 2nd shot was the head shot.","Sixth Floor Museum","1995","3","3","3",,,"0","50","1","1","1","50","0","50"
"terHorst","Jerry","Motorcade","Bus #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Terry","LR","Elm Street","Reflecting Pool",,,"No shot info.","Crossfire (Marrs)","1989",,,,,,"0","0",,,,"0","0","0"
"Thomas","Albert","Motorcade","Congressman #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Thornberry","Homer","Motorcade","Congressman #1",,,"Shots (plural) fired, no number","Interview with the Johnson Library","1970",,,,,,"0","0",,,,"0","0","0"
"Thornton","Betty","Elm Street","Grassy Knoll",,,"Heard firecrackers, no exact number given.","22H677","1964",,,,,,"0","0",,,,"0","0","0"
"Thornton","Ruth","Criminal Courts","Courtroom 2",,,"No timing info.","24H537","1964","3","3","3",,,"0","0",,,,"0","0","0"
"Todd","IC","Houston Street","Criminal Courts",,,"No timing info.","19H543","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Tole","Lemma","Houston Street","Criminal Courts",,,"3 shots in 6 seconds. No timing of start or end.","Ft. Worth Star-Telegram","2013","3","3","3","6","6","6","0",,,,"0","0","0"
"Towner","Jim","Elm Street","Reflecting Pool","P 1-3",,"No timing info.","Oral history","1996","3","3","3",,,"0","0",,,,"0","0","0"
"Towner","Tina","Elm Street","Reflecting Pool","Film","None","1st shot soon after stopping filming. Equidistant shots. Bundled to ground around the 3rd shot.","Her Book","2012","3","3","3",,,"0","50","1","1","1","50","0","50"
"Truly","Roy","Elm Street","TSBD",,,"No timing info.","24H227, 3H221","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Tunure","Pamela","Motorcade","Bus #3",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Turner","Faye M","Motorcade","Pilot Car",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Uhlmann","Arthur","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Underwood","James","Motorcade","Camera Car #3",,"End","1st shot when halfway along Houston Street, slightly closer to Elm than Main. Shot time located by Mc63. 3rd Shot was when car was stopping. Last 2 in quick succession.","6H169","1964","3","3","3",,,"0","100","0","1","2","100","1","100"
"Unknown","Babushka Lady","Lawn","Elm Street",,,"No witness data.","Films & photos",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Black Dog Man","Grassy Knoll","Concrete wall",,,"No witness data.","Possibly with ""Knoll Runner"" as per Marilyn Sitzman's 1966 interview with Josiah Thompson.",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Bus #1)","Motorcade","Bus #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Bus #2)","Motorcade","Bus #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Bus #3)","Motorcade","Bus #3",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (CC #1)","Motorcade","Camera Car #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (CC #2)","Motorcade","Camera Car #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (CC #3)","Motorcade","Camera Car #3",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Cong #1)","Motorcade","Congressman #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Cong #2)","Motorcade","Congressman #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Cong #3)","Motorcade","Congressman #3",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Extra #1)","Motorcade","Extra Car #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Driver (Extra #2)","Motorcade","Extra Car #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Duck Man","Main Street","Bridge",,,"Seen in Zapruder film running away from the bridge, and then ducking","Zapruder film",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Knoll Runner","Grassy Knoll","Steps",,,"No witness data. By Emmett Hudson.","Muchmore/Nix film. Possibly with ""Black Dog Man"" as per Marilyn Sitzman's 1966 interview with Josiah Thompson.",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Tramp 1","Railway Yard","Boxcar",,,"No witness data.",". https://en.wikipedia.org/wiki/Three_tramps",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Tramp 2","Railway Yard","Boxcar",,,"No witness data.",". https://en.wikipedia.org/wiki/Three_tramps",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Tramp 3","Railway Yard","Boxcar",,,"No witness data.",". https://en.wikipedia.org/wiki/Three_tramps",,,,,,,"0","0",,,,"0","0","0"
"Unknown","Truck Man","Main Street","Bridge",,,"Seen in Zapruder film running away from the bridge, and then he appears behind a truck a few seconds later in Cancellare 1","Zapruder film",,,,,,,"0","0",,,,"0","0","0"
"Vachule","Jim","Motorcade","Bus #1",,,"No witness data.","Fort Worth Star Telegram 1963-11-23","1963",,,,,,"0","0",,,,"0","0","0"
"Valenti","Jack Joseph","Motorcade","Bus #3",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Vanzan","Irma Jean","Elm Street","Grassy Knoll",,,"Heard shots (plural), no number given.","HSCA","1977",,,,,,"0","0",,,,"0","0","0"
"Viles","Lloyd","Elm Street","Reflecting Pool",,,"No info on shot numbers.","22H678","1964",,,,,,"0","0",,,,"0","0","0"
"Walters","Ralph","Main Street","Criminal Courts",,,"No timing info.","19H505","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Walther","Carolyn","Houston Street","County Records",,"Middle","Possible 5th shot at end. Pauses between shots 1/2 & 3/4. Saw Baker stop his bike after final shot - Mc63 timings.","24H522 & 1968 Barry Ernest interview","1963","4","4","4",,,"0","100","1","2","1","50","1","75"
"Walthers","Buddy","Main Street","Dallas Sheriff",,,"No timing info.","19H518","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Watson","Jack","Main Street","Criminal Courts",,"None","Shots evenly spaced. No timing info.","19H522","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Watson","Jay","Houston Street","Criminal Courts",,,"No timing info.","WFAA TV","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Weatherford","Harry","Main Street","Dallas Sheriff",,,"No timing info.","19H502","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Weaver","Jack","Main Street","Houston Street","P 1",,"No shot info.","CD329 p.215","1963",,,,,,"0","0",,,,"0","0","0"
"Weitzman","Seymour","Main Street","Houston Street",,"End","Last two seemed to be simultaneously.","7H106","1964","3","3","3",,,"0","0",,,,"0","0","0"
"West","Felton","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"West","Robert","Main Street","Houston Street",,,"No timing info.","Clay Shaw trial","1969","4","4","4",,,"0","0",,,,"0","0","0"
"West","Troy","TSBD","Floor 1",,,"Conflicting testimony about shots.","22H679, CD87 p.785","1963",,,,,,"0","0",,,,"0","0","0"
"Westbrook","Karen","Elm Street","Grassy Knoll",,,"1964 statement only mentioned 1 shot. 2017 interview says that the first 2 shots were bunched when the car was in front of her.","22H679, 2017 interview Sixth Floor Museum","1964","3","3","3",,,"0","50","2","1","0","50","1","50"
"Whitaker","Lupe (Lucy)","Elm Street","TSBD",,,"No timing info.","22H681, box 3 folder 19 file 19 of the Dallas JFK Archive","1964","2","2","2",,,"0","0",,,,"0","0","0"
"White","JC","Bridge","Main Street",,,"Near north kerb of Main Street. Didn't hear any shots. A freight train stopped him seeing anything on Elm Street.","6H254","1964",,,,,,"0","0",,,,"0","0","0"
"Whitmeyer","George L","Motorcade","Pilot Car",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Wicker","Tom","Motorcade","Bus #1",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Wiegman","David","Motorcade","Camera Car #1","Film","None","Heard final shot as he jumped from the car. Timings from Mc63 and Wiegman film.","Pictures of the pain interview","1989","3","3","3",,,"0","50","1","1","1","50","0","50"
"Williams","Bonnie Ray","TSBD","Floor 5",,,"Early statements say 2 shots.  3 shots appears in 1964. No timing info.","24H229, CD5, 3H175","1963","2","2","2",,,"0","0",,,,"0","0","0"
"Williams","Clotile","Elm Street","Grassy Knoll",,,"Heard shots (plural), but no number given.","FBI report, CD1395, p.6","1964",,,,,,"0","0",,,,"0","0","0"
"Williams","Jack","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Williams","Mary Lea","Elm Street","TSBD",,,"No shot numbers mentioned.","22H682","1964",,,,,,"0","0",,,,"0","0","0"
"Williams","Otis","TSBD","Steps",,,"No timing info.","CD5, 22H683","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Williams","RM","Main Street","West of underpass bridge",,,"No witness data. Swapped positions with WK King.","20H494, 22H601, Bell Film","1963",,,,,,"0","0",,,,"0","0","0"
"Willis","Linda","Elm Street","Reflecting Pool",,"End","1st shot made JFK reach for his throat. The 3rd shot was the head shot, 2nd shot just before.","7H498","1964","3","3","3",,,"0","100","1","2","0","100","1","100"
"Willis","Marilyn","Elm Street","Reflecting Pool",,"None","2nd shot was the head shot. No exact time spacings between shots given.","CD1245, Six Seconds In Dallas","1964","3","3","3",,,"0","100","1","1","1","100","0","100"
"Willis","Phil","Elm Street","Lawn","P 1-7","None","First shot just before he snapped Z202 photo and hit something (no more than 3 seconds after Z133 photo Willis 4). Shots about 2 seconds apart.","7H493","1964","3","3","3","4","4","4","100","2","1","0","100","1","100"
"Willis","Rosemary","Elm Street","Lawn",,"?","Looked up at the TSBD after the 1st shot. No other timing info. No mention of a shot after the head shot. Conflicting information in later interviews.","HSCA V.12 p.7","1978","3","3","3",,,"0","0",,,,"0","0","0"
"Willmon","Jim","Houston Street","West",,,"No timing info.","American History Illustrated","1988","3","3","3",,,"0","0",,,,"0","0","0"
"Willoner","Andrew","Motorcade","Bus #?",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Wilson","Steven","TSBD","Floor 3",,"End","021 or 210: More time between shots 2/3 than 1/2, all shots fired within 5 seconds.  Shots fired within 10 seconds after limo obscured by tree (Z160-Z220).","24H535, 22H685","1964","3","3","3","5","5","5","50","1","1.5","0.5","50","1","50"
"Winborn","Walter","Bridge","Elm Street",,,"No timing info.","22H833","1964","3","3","3",,,"0","0",,,,"0","0","0"
"Wiseman","John","Main Street","Dallas Sheriff",,,"No timing info.","19H535","1963","3","3","3",,,"0","0",,,,"0","0","0"
"Witt","Louie Steven","Elm Street","Grassy Knoll",,,"No timing info.","HSCA","1978","3","3","3",,,"0","0",,,,"0","0","0"
"Woodward","Mary","Elm Street","Grassy Knoll",,"End","120 or 111: JFK slumped after 2nd shot (head). Last 2 shots bunched very closely: fired ""rapidly""","Dallas Morning News","1963","3","3","3",,,"0","100","1","1.5","0.5","100","1","100"
"Worrell","James","Elm Street","TSBD",,"End","JFK slumped after 2nd shot (head). 2 shots followed after head shot.","24H231, 16H959, CD5, 2H193, Dallas Times-Herald 1964","1963","4","4","4","5","6","5.5","100","1","1","2","100","1","100"
"Wright","C","Stemmons Freeway","Commerce Street",,,"No witness data.","20H494, 20H638","1963",,,,,,"0","0",,,,"0","0","0"
"Wright","Frank S","Houston Street","County Records",,,"No timing info.","Dallas Morning News","1978","3","3","3",,,"0","0",,,,"0","0","0"
"Wright","Jim","Motorcade","Congressman #2",,,"No timing info.","Fort Worth Star Telegram","1978","3","3","3",,,"0","0",,,,"0","0","0"
"Wright","Milton","Motorcade","Mayor's Car",,"None","1st shot when turning onto Elm, 3rd when just stopped Mayor's car. Mc63 timings fit to 3 bursts.","18H802 & letter to Vince Palamara 1998","1963","3","3","3",,,"0","100","1","1","1","100","0","100"
"Yarborough","Ralph","Motorcade","VP Car",,"End","120 or 111: Gap between 1&2=3 seconds, 2&3=1.5 seconds. People fell to the ground after the 2nd shot. Cars speeded up after 3rd shot.","7H440","1963","3","3","3","4.5","4.5","4.5","100","1","1.5","0.5","50","1","75"
"Yates","SR","Motorcade","Western Union Car",,,"Turning onto Houston St from Main St when first shot was fired (Western Union car). Mc63 suggests this was far later.","21H422","1964","3","3","3",,,"0","0",,,,"0","0","0"
"Young","John","Motorcade","Congressman #3",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Young","Robert","Motorcade","Bus #2",,,"No witness data.","Todd Wayne Vaughan Motorcade book",,,,,,,"0","0",,,,"0","0","0"
"Youngblood","Rufus","Motorcade","VP Car",,"End","Turned onto Elm Street and the first shot was fired. Near the 2nd shot was on the back seat protecting Johnson. As per Altgens 6 this 2nd shot must have been after Z255.  Then 2 more shots were fired. 5 seconds for all shots. Longer gap between 1&2 than 2&3.","18H768","1963","3","3","3","5","5","5","100","1","2","0","100","1","100"
"Zapruder","Abraham","Grassy Knoll","Pergola","Film",,"1st shot resulted in JFK grabbing himself. 2nd shot = head shot. Possible 3rd shot after head shot","TV interview on day with Jay Watson, CD87, CD7, 7H572","1963","2","3","2.5",,,"0","100","1","1","0.5","50","0","75"
